date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2015-08-05,23,poettering:9|zonque:5|codethink:1|vrfy:1|jklm:1|localmomentum:1|in:5,165,180,21,23
2015-08-06,31,gmail:3|zonque:7|poettering:11|vrfy:2|redhat:3|jklm:2|in:3,167,134,41,31
2015-08-07,6,in:3|zonque:1|redhat:2,41,41,4,6
2015-08-08,6,gmail:3|zonque:3,5,13,3,6
2015-08-09,1,m3y3r:1,1,1,1,1
2015-08-11,10,vrfy:2|zonque:1|codethink:1|jklm:4|redhat:2,242,194,40,10
2015-08-12,7,suse:1|vrfy:2|jklm:3|gmail:1,76,8,5,7
2015-08-13,4,zonque:1|poettering:1|gmail:1|ya:1,11,7,2,4
2015-08-14,8,poettering:5|zonque:1|redhat:1|gmail:1,194,32,11,8
2015-08-15,2,yahoo:1|gmail:1,15,0,1,2
2015-08-16,17,poettering:13|ya:1|jklm:3,168,101,10,17
2015-08-17,20,users:3|zonque:5|codethink:1|poettering:5|ya:1|opensuse:2|jklm:2|gmail:1,834,397,44,20
2015-08-18,11,poettering:3|zonque:1|redhat:2|fishsoup:2|jklm:3,452,426,17,11
2015-08-19,7,poettering:2|intel:1|zonque:1|googlemail:1|jklm:2,34,40,3,7
