date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2005-05-05,137,cantab:3|dyn-67:3|shinybook:1|austin:2|hpl:1|sisk:1|sgi:14|ghostprotocols:2|lst:5|trash:1|davemloft:2|broadcom:1|lovecn:1|org:2|ppc970:3|telia:1|suse:3|intel:1|osdl:8|ntlworld:1|gondor:1|infradead:1|freescale:1|samba:1|dif:3|gibson:1|yahoo:7|parcelfarce:10|addtoit:5|fujitsu-siemens:8|in:2|redhat:9|gmx:2|grupopie:1|stusta:9|kernel:1|anevia:1|dominikbrodowski:1|kromtek:1|gnu:1|sternwelten:1|coderock:5|sk-tech:1|bfs:1|pengutronix:1|bendigoit:1|gmail:1|linux-user:1|snoqualmie:1|wacom:1|linux-mips:1,5720,3152,407,137
2005-05-06,52,nuerscht:1|samba:7|dyn-67:1|redhat:1|sgi:2|osdl:4|shinybook:1|suse:3|hpl:1|steeleye:2|ppc970:4|freescale:1|addtoit:7|fujitsu-siemens:5|snoqualmie:1|infradead:1|stusta:1|mail:1|broadcom:1|rowland:2|dodo:1|fs:1|pacbell:1|linux-mips:2,929,1388,78,52
2005-05-07,12,stusta:2|thekelleys:1|superbug:2|rtp-net:1|linux-fr:1|pacbell:5,289,167,23,12
2005-05-08,6,shinybook:2|cx:1|steeleye:1|superbug:1|jp:1,671,236,13,6
2005-05-09,14,dif:1|dyn-67:2|intel:2|pacbell:2|sgi:2|somanetworks:2|ladisch:2|linux-mips:1,425,899,33,14
2005-05-10,27,dyn-67:4|org:1|redhat:2|shinybook:2|de:1|pacbell:1|austin:2|suse:1|hpl:2|bytesex:1|ladisch:4|linux-mips:1|rowland:2|sgi:3,2108,276,44,27
2005-05-11,23,osdl:5|shinybook:1|davemloft:2|suse:1|lsil:5|glocalnet:1|linux-mips:3|math:5,5298,2683,56,23
2005-05-12,73,org:4|pobox:5|wasp:1|tw:1|gmx:1|fr:2|osdl:2|mathematik:1|terra:1|cs:1|gmail:1|stud:1|suug:1|samba:1|gibson:5|gondor:1|libero:1|cam:2|hpl:1|nuerscht:3|coderock:2|tuxdriver:2|stusta:3|cc:1|de:10|ellerman:4|pacbell:1|bytesex:1|arm:2|sci:3|suse:5|ati:1|dodo:2,38638,6833,205,73
2005-05-13,15,shinybook:2|redhat:3|ladisch:2|suse:4|stusta:1|dodo:1|ellerman:1|intel:1,373,198,47,15
2005-05-14,9,lst:5|telia:1|gmail:3,42,38,11,9
2005-05-15,7,coderock:1|lst:1|suse:5,43,208,11,7
2005-05-16,133,ppc970:3|dyn-67:1|phraxos:1|ameritech:4|osdl:3|veritas:1|intel:3|telia:2|yahoo:2|cse:2|gmx:1|sw:2|suse:19|stusta:3|de:1|timesys:1|trash:1|vc:1|hackl:2|redhat:1|selenic:1|epoch:1|hh:1|us:2|xenotime:1|lst:5|holomorphy:1|steamballoon:8|linuxtv:47|sgi:2|lsil:1|steeleye:2|parcelfarce:1|pacbell:3|linux-fr:2|nuerscht:1,9624,4989,303,133
2005-05-17,36,shinybook:2|ppc970:2|pretzel:1|intel:2|samba:1|xenotime:1|lameter:1|stevef95:3|steeleye:3|ladisch:2|suse:1|mev:1|gmail:13|dodo:1|linux-fr:2,1391,1239,146,36
2005-05-18,24,shinybook:1|redhat:2|intel:3|ppc970:1|davemloft:4|2ka:1|gondor:1|osdl:1|infradead:1|tuxdriver:1|suse:2|kernel:1|stusta:1|grupopie:1|arndb:1|246tNt:1|dominikbrodowski:1,873,348,47,24
2005-05-19,32,redhat:1|shinybook:5|lst:1|hera:1|ssi:1|davemloft:1|gondor:2|cyberus:1|tpack:3|ppc970:3|steeleye:1|linutronix:2|cam:1|nuerscht:4|linux-mips:5,316,315,32,32
2005-05-20,38,samba:4|acm:1|davemloft:1|titanic:1|ppc970:2|telia:1|addtoit:9|freescale:1|kernel:1|sgi:1|suse:8|lnxi:1|linutronix:2|wil:1|sci:1|2ka:3,857,1046,88,38
2005-05-21,21,tycho:1|redhat:2|cx:1|org:1|shinybook:2|dyn-67:3|labri:1|cantab:1|ppc970:2|namesys:1|in:1|superbug:3|ipom:1|steeleye:1,273,152,28,21
