date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2023-05-28,3,tensorflow:2|google:1,6,3,3,3
2023-05-29,5,tensorflow:4|google:1,644,5,9,5
2023-05-30,57,tensorflow:19|google:28|gmail:1|amd:1|linaro:1|users:4|outlook:1|intel:1|arm:1,17228,5033,174,57
2023-05-31,43,tensorflow:12|google:30|linaro:1,1862,12513,129,43
2023-06-01,83,tencent:1|google:62|tensorflow:18|gmail:1|github:1,14093,3684,281,83
2023-06-02,66,google:48|tensorflow:12|gmail:1|amd:1|users:3|arm:1,6616,3299,315,66
2023-06-03,9,gmail:2|tensorflow:3|google:4,808,156,53,9
2023-06-04,10,gmail:1|tensorflow:3|aalto:1|google:5,727,193,90,10
2023-06-05,72,google:56|tensorflow:15|aalto:1,10125,5193,579,72
2023-06-06,74,google:51|tensorflow:20|intel:1|nvidia:1|users:1,10465,7567,333,74
2023-06-07,58,google:29|users:9|tensorflow:14|arm:3|ibm:1|amd:1|nvidia:1,5039,1381,258,58
2023-06-08,74,tensorflow:16|google:51|amd:1|users:3|intel:2|motorola:1,31208,4478,478,74
2023-06-09,65,users:4|tensorflow:14|google:45|nvidia:1|gmail:1,3748,6928,186,65
2023-06-10,9,amd:1|tensorflow:3|users:1|nvidia:3|google:1,4575,280,12,9
2023-06-11,9,google:4|tensorflow:3|gmail:2,191,39723,119,9
2023-06-12,79,users:2|google:43|tensorflow:31|nvidia:3,5877,2572,282,79
2023-06-13,83,nvidia:5|google:39|tensorflow:28|linaro:2|hotmail:1|users:1|arm:2|intel:4|ispras:1,14405,1887,277,83
2023-06-14,69,intel:9|google:43|tensorflow:12|users:4|arm:1,7133,4228,296,69
2023-06-15,49,tensorflow:11|users:5|google:31|linaro:1|arm:1,3314,3737,222,49
2023-06-16,61,amd:1|google:37|tensorflow:19|intel:2|users:1|linaro:1,5083,3294,232,61
2023-06-17,13,google:2|tensorflow:9|intel:2,179,51,22,13
2023-06-18,6,tensorflow:4|intel:1|google:1,15,29,6,6
2023-06-19,27,tensorflow:9|google:13|arm:3|amd:2,2250,1141,78,27
2023-06-20,59,tensorflow:15|users:1|arm:1|google:40|ispras:1|intel:1,3622,730,161,59
2023-06-21,71,gmail:2|tensorflow:21|google:47|linaro:1,8600,2275,271,71
2023-06-22,50,tensorflow:13|google:35|linaro:1|amd:1,5118,2935,208,50
2023-06-23,65,users:1|google:46|tensorflow:15|xanadu:1|arm:1|intel:1,5222,2861,214,65
2023-06-24,4,google:2|tensorflow:2,105,94,11,4
2023-06-25,9,linaro:1|tensorflow:2|adalogics:1|google:4|intel:1,1092,131,37,9
2023-06-26,90,tensorflow:22|google:57|arm:3|users:4|linaro:1|amd:1|gmail:1|nvidia:1,5625,7139,318,90
2023-06-27,90,arm:6|tensorflow:15|google:60|amd:1|users:3|intel:2|protonmail:1|nvidia:2,6535,2510,264,90
2023-06-28,86,users:3|tensorflow:20|google:56|arm:4|adalogics:1|protonmail:1|graphcore:1,20305,4489,407,86
2023-06-29,64,tensorflow:21|google:41|ispras:1|users:1,7631,4199,308,64
2023-06-30,61,nvidia:2|tensorflow:20|google:38|arm:1,5572,2378,183,61
2023-07-01,8,gmx:1|tensorflow:4|google:3,169,40,14,8
2023-07-02,5,tensorflow:3|google:2,892,819,12,5
2023-07-03,18,tensorflow:5|google:13,583,394,52,18
2023-07-04,29,users:1|google:18|tensorflow:5|arm:5,2404,1247,72,29
2023-07-05,50,google:28|users:2|tensorflow:19|arm:1,2090,1072,109,50
2023-07-06,82,google:58|tensorflow:20|arm:2|intel:2,11180,5348,372,82
2023-07-07,55,gmail:1|google:38|tensorflow:14|nvidia:1|amd:1,6445,1691,181,55
2023-07-08,8,tensorflow:3|adalogics:1|google:4,791,199,27,8
2023-07-09,10,tensorflow:4|google:6,157,48,21,10
2023-07-10,86,google:62|tensorflow:18|linaro:2|arm:2|intel:2,5762,3076,391,86
2023-07-11,64,google:40|tensorflow:21|users:1|nvidia:1|intel:1,4047,3299,305,64
2023-07-12,80,google:48|tensorflow:25|users:1|ibm:1|linaro:1|intel:4,6751,4593,295,80
2023-07-13,70,tensorflow:23|google:41|users:1|intel:4|linaro:1,4577,3601,248,70
2023-07-14,53,tensorflow:15|google:31|intel:6|arm:1,2235,1407,180,53
2023-07-15,6,google:4|tensorflow:2,1044,6992,30,6
2023-07-16,10,tensorflow:4|google:5|nevada:1,260,103,20,10
2023-07-17,62,google:34|nvidia:3|tu-dresden:1|tensorflow:12|users:1|intel:9|arm:1|mathworks:1,6950,3639,181,62
2023-07-18,38,users:1|tensorflow:17|google:16|amd:1|intel:1|mathworks:2,22148,4198,343,38
2023-07-19,84,google:54|tensorflow:22|intel:6|nvidia:2,9633,27507,538,84
2023-07-20,73,users:6|google:37|tensorflow:21|arm:1|amd:2|nvidia:1|intel:4|mathworks:1,43491,37457,1219,73
2023-07-21,62,google:25|nvidia:4|tensorflow:23|arm:7|users:3,6120,2340,219,62
2023-07-22,11,nvidia:1|users:2|tensorflow:3|google:1|mathworks:4,195,106,19,11
2023-07-23,12,users:2|tensorflow:3|google:3|nvidia:3|mathworks:1,202,198,15,12
2023-07-24,67,intel:9|tensorflow:18|google:36|amd:1|mathworks:3,9521,5221,313,67
2023-07-25,92,users:2|google:46|tensorflow:31|adalogics:1|intel:2|linaro:3|arm:1|amd:1|nvidia:2|mathworks:3,11074,7324,344,92
2023-07-26,42,arm:1|google:23|tensorflow:15|users:2|gmail:1,4859,605,90,42
2023-07-27,102,tensorflow:41|users:8|google:43|arm:2|linaro:2|gmail:2|nvidia:1|intel:3,11688,7929,401,102
2023-07-28,55,users:3|google:32|intel:1|tensorflow:18|nvidia:1,6120,2705,198,55
2023-07-29,8,tensorflow:4|google:3|intel:1,155,55,28,8
2023-07-30,6,tensorflow:5|google:1,62,16,10,6
2023-07-31,69,tensorflow:25|google:35|linaro:2|arm:2|nvidia:1|amd:1|adalogics:1|intel:2,4662,1010,168,69
2023-08-01,68,google:48|tensorflow:20,7313,5986,315,68
