date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2009-01-10,15,apple:9|zuster:3|gmail:3,648,134,23,15
2009-01-11,28,getdesigned:2|apple:5|gmail:3|mxc:1|nondot:7|mac:4|zuster:5|sapo:1,1011,439,47,28
2009-01-12,52,nondot:8|mac:3|zuster:14|apple:25|gmail:1|free:1,2518,1307,172,52
2009-01-13,67,apple:34|zuster:12|gmail:7|mac:3|nondot:3|mxc:1|free:5|microchip:1|sapo:1,3393,4492,176,67
2009-01-14,28,zuster:11|nondot:2|apple:11|codedgers:1|gmail:1|sapo:1|xmos:1,1622,572,68,28
2009-01-15,38,apple:21|codedgers:2|zuster:3|aero:1|gmail:5|xmos:2|sapo:3|nondot:1,3826,1130,207,38
2009-01-16,86,apple:37|gmail:6|zuster:5|microchip:2|codedgers:3|nondot:28|free:2|mac:1|mxc:1|getdesigned:1,3221,1877,219,86
2009-01-17,49,apple:17|gmail:8|sapo:1|zuster:3|wanadoo:1|nondot:17|mac:2,1553,1267,147,49
2009-01-18,39,mac:15|gmail:1|nondot:10|mxc:2|apple:1|free:1|wanadoo:1|getdesigned:5|microchip:1|sapo:1|zuster:1,1680,1176,99,39
2009-01-19,53,getdesigned:3|nondot:20|apple:22|gmail:3|mxc:2|zuster:3,1731,1175,130,53
2009-01-20,64,apple:33|zuster:8|mxc:2|nondot:7|gmail:8|free:3|mac:2|getdesigned:1,4324,5864,236,64
2009-01-21,76,zuster:7|apple:32|mac:5|nondot:18|microchip:3|aero:1|free:4|codedgers:4|gmail:2,3185,1587,170,76
2009-01-22,65,zuster:3|apple:33|wanadoo:1|gmail:3|nondot:21|microchip:1|free:2|getdesigned:1,11572,206940,1367,65
2009-01-23,56,zuster:10|apple:29|nondot:7|mac:3|free:1|gmail:6,1621,492,107,56
2009-01-24,39,apple:11|nondot:10|zuster:3|mac:4|gmail:8|getdesigned:3,1598,532,81,39
2009-01-25,25,gmail:10|apple:6|mxc:3|getdesigned:3|nondot:3,656,330,50,25
2009-01-26,85,getdesigned:4|nondot:27|mac:8|gmail:3|mxc:1|aero:4|apple:27|googlemail:1|zuster:8|math:1|free:1,4569,2624,193,85
2009-01-27,60,apple:35|zuster:4|nondot:13|mac:2|gmail:4|math:1|getdesigned:1,4791,2825,190,60
2009-01-28,87,apple:56|sapo:2|gmail:3|zuster:5|codedgers:4|nondot:13|free:3|getdesigned:1,3272,1375,225,87
2009-01-29,62,apple:27|zuster:17|nondot:10|gmail:3|mac:5,3335,1134,193,62
2009-01-30,98,apple:31|zuster:10|gmail:38|nondot:8|codedgers:1|microchip:3|mac:4|sapo:3,3365,2223,202,98
2009-01-31,33,zuster:5|apple:13|gmail:3|mac:2|nondot:8|free:1|mxc:1,2543,1708,72,33
2009-02-01,8,apple:1|mac:2|gmail:4|free:1,251,114,19,8
2009-02-02,63,apple:32|nondot:10|free:5|sapo:5|microchip:2|zuster:6|gmail:2|mac:1,2597,2391,132,63
2009-02-03,102,apple:31|zuster:17|gmail:14|nondot:30|mxc:5|mac:1|free:1|microchip:2|getdesigned:1,4729,792531,5547,102
2009-02-04,104,apple:40|zuster:15|gmail:7|nondot:34|mac:3|mxc:2|free:2|getdesigned:1,6477,4592,368,104
2009-02-05,70,zuster:12|apple:33|mxc:2|nondot:13|mac:3|gmail:2|free:2|getdesigned:3,2197,1532,166,70
2009-02-06,68,mac:1|zuster:4|apple:32|mxc:2|nondot:19|gmail:7|googlemail:1|microchip:1|getdesigned:1,2535,1471,190,68
2009-02-07,68,getdesigned:8|nondot:12|zuster:2|apple:37|mxc:2|mac:7,1849,1148,183,68
2009-02-08,44,mac:10|apple:10|nondot:10|gmail:6|getdesigned:4|codedgers:4,1786,569,74,44
2009-02-09,49,nondot:5|gmail:8|apple:23|free:1|codedgers:1|getdesigned:2|mac:7|zuster:2,2226,799,146,49
2009-02-10,55,zuster:8|apple:36|gmail:1|microchip:2|mac:4|free:2|nondot:2,3031,1334,117,55
2009-02-11,62,apple:45|gmail:4|nondot:3|mac:3|mxc:1|free:3|zuster:3,2142,798,150,62
